File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Tissue Type	Tumor Descriptor	Specimen Type	Preservation Method
ccc9f22c-c239-414d-b380-37af1ebe3af2	23f73021-f645-42d2-a7a6-73ac5253b4b3.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A1OG	TCGA-A5-A1OG-01A	Tumor	Primary	Solid Tissue	OCT
829d6d6f-2b91-42e8-812b-c8449ff88442	8e0dceff-a192-4a03-967d-1aff965ca4d2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A0MO	TCGA-BG-A0MO-01A	Tumor	Primary	Solid Tissue	OCT
87bad525-a805-4b25-86b8-960992a31ac6	a3990f5c-0761-42cf-8ddc-a81d23dc0f86.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A064	TCGA-AX-A064-01A	Tumor	Primary	Unknown	Unknown
7b035b3c-a04d-444d-ac22-a7d92914696f	b0829ff3-92ce-40ec-bde8-9de00566cd5c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A1MZ	TCGA-B5-A1MZ-01A	Tumor	Primary	Unknown	OCT
c007220b-f94e-4343-8981-097558841d62	057daf8b-fed8-45c7-a25a-27218a88cffb.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A2K2	TCGA-A5-A2K2-01A	Tumor	Primary	Solid Tissue	OCT
24b87860-c7dd-4210-83df-8d7aa455f225	66330a7d-9744-4d05-9ec6-787ccb3b0f47.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-5S-A9Q8	TCGA-5S-A9Q8-01A	Tumor	Primary	Solid Tissue	OCT
de9f26f0-0f2c-4f81-b801-034e5e657084	f8c97003-66ad-4bd5-a85c-20a5fd918124.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A5FX	TCGA-AP-A5FX-01A	Tumor	Primary	Solid Tissue	OCT
e396d595-7b64-4b0b-8a78-7d2effa0c20f	1869f9e5-b9b7-4a59-86f8-6d327a180dbc.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BS-A0UV	TCGA-BS-A0UV-01A	Tumor	Primary	Solid Tissue	Unknown
2f6d1ad9-3803-49d6-81c2-85936b439172	bdb1b32b-f903-4ff5-adc5-1adbd42f0018.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A05A	TCGA-AP-A05A-01A	Tumor	Primary	Unknown	OCT
8425b435-be98-4be2-b17a-fe6ffc0bf690	7c1b20f4-2314-4523-9471-6a9f8c7aee0d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A2K4	TCGA-A5-A2K4-01A	Tumor	Primary	Solid Tissue	OCT
e9447448-fa6c-45d8-94ad-88bc10c4f4d1	a44cc07f-e677-4d4f-a7b8-63bdc310d195.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A1DQ	TCGA-AP-A1DQ-01A	Tumor	Primary	Solid Tissue	OCT
93b1a0cd-7a39-4957-8689-9178af034d0c	e5c4a8d4-f43f-4dc6-913d-3b2005326fc2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A0LJ	TCGA-AP-A0LJ-01A	Tumor	Primary	Solid Tissue	OCT
aca579b2-cee1-44ed-bc27-1c4bf76b2b7c	2fc30776-1bf8-4481-9145-4e3dc5556aca.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A5OC	TCGA-B5-A5OC-01A	Tumor	Primary	Solid Tissue	OCT
a324ddaf-cb0c-4740-a1c8-1e9be7aa8f95	7241900e-f913-49b9-970f-74f571a3a47d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A15Z	TCGA-D1-A15Z-01A	Tumor	Primary	Solid Tissue	Unknown
08d03b7e-9228-4d72-919f-bafceb272dcc	70fd4ee9-d29b-43f6-a434-149b7a65197f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BS-A0V7	TCGA-BS-A0V7-01A	Tumor	Primary	Solid Tissue	Unknown
de139e60-071e-446e-9c91-b261de80753a	40f50e4f-9834-4f9f-b6c8-c8b05715eb89.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A1G8	TCGA-EY-A1G8-01A	Tumor	Primary	Solid Tissue	Unknown
4d8be2c5-34f6-44df-b88c-48482429e63e	f6ab9c8d-9cd1-4803-b44a-402165a64523.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A0M8	TCGA-BG-A0M8-01A	Tumor	Primary	Solid Tissue	OCT
a280ca1d-5f06-4cb1-ba49-0401448c8691	58966ed8-3591-4c18-8dbe-0cf5bb5f75a9.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A0ZO	TCGA-D1-A0ZO-01A	Tumor	Primary	Solid Tissue	Unknown
a6c06952-e5f2-4941-8fd2-aed3eb4e064f	56ae28a1-740a-4c08-8ca5-2e88b449d741.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A2HF	TCGA-AX-A2HF-01A	Tumor	Primary	Solid Tissue	Unknown
0ef4e1cb-49ba-4630-944c-9df014851d0b	32ffdfa3-91d3-4583-811f-40752d73182e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A1GL	TCGA-EY-A1GL-01A	Tumor	Primary	Solid Tissue	Unknown
65d3ee9e-ec88-4335-bced-bf4d540729a3	c61f1eb8-556d-4121-b3fb-c3e239b370e7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A2HA	TCGA-AX-A2HA-01A	Tumor	Primary	Solid Tissue	Unknown
cf36c586-d126-4cc3-8448-535887763d75	646acf23-d998-46bc-a5cc-998c7cff6924.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A11F	TCGA-B5-A11F-01A	Tumor	Primary	Solid Tissue	OCT
6a262f35-59f9-4048-8585-ed6d2e3902cf	0a238ed3-971c-48a5-b34d-eafa4e4ed448.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A1DP	TCGA-AP-A1DP-01A	Tumor	Primary	Solid Tissue	OCT
36b404c2-5915-4a00-831b-3198e5cf3243	b8fd6ee1-e7c8-4c43-aaa7-bbfbfde16cd2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A3JQ	TCGA-D1-A3JQ-01A	Tumor	Primary	Solid Tissue	OCT
7a3c0990-5edb-4d94-8c80-aa73fab72146	8d38156f-5309-4b5d-a293-e1a0f1ada67b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A1C5	TCGA-AX-A1C5-01A	Tumor	Primary	Solid Tissue	Unknown
b3e68247-9491-4ed9-bea8-65083ba03014	4092345f-2795-4070-a761-79e45419e6e2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-FL-A1YU	TCGA-FL-A1YU-11A	Normal	Not Applicable	Solid Tissue	Unknown
e629f47a-d2d6-461c-a3f2-3e0ebea8e5c5	66b391e7-dacd-4fe0-928e-bb98edf29b9d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A1GR	TCGA-EY-A1GR-01A	Tumor	Primary	Solid Tissue	Unknown
f8238b74-a717-457f-8dde-31a9b98d2449	9f909512-d56f-4fcf-b5a3-c09f6599376c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0G2	TCGA-A5-A0G2-01A	Tumor	Primary	Solid Tissue	OCT
18824f6b-9912-47a2-a5d5-56f4a311085e	0494b587-7b21-428b-be16-111bb3bf8631.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BS-A0UF	TCGA-BS-A0UF-01A	Tumor	Primary	Solid Tissue	Unknown
2939a6f7-4961-49b9-8be4-0fc29737de19	08df322c-7c0e-44a0-9dab-fb371cb31efb.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BK-A139	TCGA-BK-A139-01C	Tumor	Primary	Solid Tissue	FFPE
51fadfb4-2449-47e8-8549-88daba140330	1b81b3be-48fd-4510-81a1-0795de43907b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A0ZS	TCGA-D1-A0ZS-01A	Tumor	Primary	Solid Tissue	Unknown
b8076a78-0865-4f0a-9dbc-f399d05e88cc	46d107c6-2399-4c65-8b5c-5b21fd26896d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A2ON	TCGA-EY-A2ON-01A	Tumor	Primary	Solid Tissue	Unknown
950dd8e4-2fde-44f5-883f-a8cbd48b6de3	c7351fb2-1872-44b7-9189-412fb0b5cf6a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EO-A3AY	TCGA-EO-A3AY-01A	Tumor	Primary	Solid Tissue	Unknown
cb61f086-02bc-43ba-b827-a7bf6657cbfb	f5bbc13e-b623-4367-bb4d-2a11e361bc6c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A174	TCGA-D1-A174-01A	Tumor	Primary	Solid Tissue	Unknown
0c64c7c5-a5a5-42dc-982d-d950300456f0	db48adca-406c-4b3d-8e51-41e9ab1c24be.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-DF-A2KV	TCGA-DF-A2KV-01A	Tumor	Primary	Solid Tissue	Unknown
133dccbc-f70a-46ab-b238-d340a3450b58	9e0d6f6d-1603-4a21-9106-220f85f05d4c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A3NG	TCGA-AJ-A3NG-01A	Tumor	Primary	Solid Tissue	Unknown
87c2fe83-9af7-44ac-a741-6fe21252f67b	380f27a3-723d-4d2a-8515-d95c5bfd4381.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A17A	TCGA-D1-A17A-01A	Tumor	Primary	Solid Tissue	Unknown
bc7dbc6e-9025-4613-8426-46a5d30eb2c8	cb871791-fc35-4adf-90e6-0bb363558df1.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A1GP	TCGA-EY-A1GP-01A	Tumor	Primary	Solid Tissue	Unknown
56bd9b9c-fdcf-4dff-ac43-31e96a8166cb	c0db087e-6f6b-40ff-be59-d3ad636f5337.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A05J	TCGA-AP-A05J-01A	Tumor	Primary	Unknown	OCT
e89ee5b9-da98-4c5b-bfc2-6ea4d7af3499	11e50f83-6857-4dc8-8fd3-2f4c9a165b1a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A0K4	TCGA-B5-A0K4-01A	Tumor	Primary	Solid Tissue	OCT
543ada07-9298-4236-a478-4a4e3ae16248	c94ecc2b-103a-4604-be28-deecb6c64d60.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A168	TCGA-D1-A168-01A	Tumor	Primary	Solid Tissue	Unknown
58689996-5ed5-4a1e-bc14-a377e06c9b14	556c5d88-4709-41d1-8bc1-c2f383c1e3ba.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A549	TCGA-EY-A549-01A	Tumor	Primary	Solid Tissue	Unknown
25d9526c-3838-40d3-80be-8c9af1b90190	0ee88d9c-2f83-4a34-aff5-c94e27a83c8d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-FI-A2EW	TCGA-FI-A2EW-01A	Tumor	Primary	Solid Tissue	OCT
a120a218-1e35-4e69-8d6e-873fcd832a71	0bf230e0-4ba6-4fcd-a32b-8ae82ed87e33.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A0K2	TCGA-B5-A0K2-01A	Tumor	Primary	Solid Tissue	OCT
ffc3ffb6-a61c-41bc-9cbe-bf05f8ae23eb	93c623c5-5ca3-44d8-8871-955a94778cc2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BK-A56F	TCGA-BK-A56F-01A	Tumor	Primary	Solid Tissue	Unknown
dff92d1f-6738-413e-8741-b5b4d24ce869	34bd8571-2333-49bc-a72a-3ec0218c0607.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EO-A3L0	TCGA-EO-A3L0-01A	Tumor	Primary	Solid Tissue	Unknown
4fee57c6-418d-41d5-8e64-65fb7db99ee3	917ab8a9-c11a-484f-8490-42b31f28f785.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A16D	TCGA-D1-A16D-01A	Tumor	Primary	Solid Tissue	Unknown
9f45fa50-bcac-4b3f-9bff-4cedb3f2403c	891cdc8f-5bda-455c-81f7-cac85d470368.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A0M3	TCGA-BG-A0M3-01A	Tumor	Primary	Solid Tissue	OCT
8cf14814-2583-4932-9db2-24b8efa5ac25	de0ac7a9-1056-4422-b428-c79181273c66.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A5OD	TCGA-B5-A5OD-01A	Tumor	Primary	Solid Tissue	OCT
6d90e03d-1fa6-43fb-991a-957554e881c7	3d4c462c-32a0-4858-bfef-e48b7091555e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A0MC	TCGA-BG-A0MC-01A	Tumor	Primary	Solid Tissue	OCT
b9b8535e-c49d-4c98-b1b1-a324fd6d1c29	a7ce6542-1cb5-456d-b071-0db4090869c7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EO-A22T	TCGA-EO-A22T-01A	Tumor	Primary	Solid Tissue	Unknown
75a67bf9-fe25-44d1-ac97-0aec7add88c6	6323b2ba-dc70-408a-9533-3288d06dac00.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A0K3	TCGA-B5-A0K3-01A	Tumor	Primary	Solid Tissue	OCT
5fb57ca0-f81e-4979-8137-b36031dce97a	25b2ac45-2875-4708-83a4-ec3f9bd03427.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BK-A13C	TCGA-BK-A13C-11A	Normal	Not Applicable	Solid Tissue	Unknown
bb8c769e-3931-4677-b295-323d7de6fedf	0084369c-3778-4220-9846-f1193b48e1db.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A17M	TCGA-D1-A17M-01A	Tumor	Primary	Solid Tissue	Unknown
f6a98dff-c854-488f-9240-ed1201d6954f	f14a2c05-690d-440a-b609-3f843d4c30a1.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A0JZ	TCGA-B5-A0JZ-01A	Tumor	Primary	Solid Tissue	OCT
930b631f-62fd-475c-8d17-a68b54ce0ed5	6718463d-6f44-47c7-a622-c149f344ffbd.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A16R	TCGA-D1-A16R-01A	Tumor	Primary	Solid Tissue	Unknown
3797774e-655a-4cd4-b515-554225ef6a41	f3c46fae-d18c-46e3-875a-3476c55e44b2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-DI-A1NN	TCGA-DI-A1NN-01A	Tumor	Primary	Solid Tissue	Unknown
0213ca2b-32dc-48db-97b7-9752de0973d0	3728822d-43ab-4cda-8b0c-d4b1ff402485.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EO-A1Y7	TCGA-EO-A1Y7-01A	Tumor	Primary	Unknown	Unknown
dc071e22-94f6-4995-b7a0-763de3080856	b8b261ea-afc3-48b5-9660-eb2ad1c525f8.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A3TW	TCGA-AJ-A3TW-01A	Tumor	Primary	Solid Tissue	Unknown
480d9abd-bdb1-4d31-b89c-77df22106469	65c5640b-629d-49be-bfa5-8338578ec8c5.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A1CJ	TCGA-AX-A1CJ-01A	Tumor	Primary	Solid Tissue	Unknown
88822086-1f20-41ee-85bc-37a2462b3944	3ab924b6-15cf-4a1a-876e-1d3bc9b60c5a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-DI-A2QU	TCGA-DI-A2QU-11A	Normal	Not Applicable	Solid Tissue	Unknown
6f7a12bd-2f4f-4db1-bc97-47fcbfbb04c1	50329f23-1aae-44b9-bf88-4aba63f445a7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-KP-A3W1	TCGA-KP-A3W1-01A	Tumor	Primary	Solid Tissue	OCT
eae9e91c-b2a5-446f-864b-5b2809bfe20d	d0655562-fde7-45c1-8cbf-35addbd5753b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-DI-A2QY	TCGA-DI-A2QY-01A	Tumor	Primary	Solid Tissue	Unknown
c6afb021-07d7-4c24-b5ff-66dac67c4cfa	4d4134d3-87a8-449a-a6e4-587f1cfebdac.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-4E-A92E	TCGA-4E-A92E-01A	Tumor	Primary	Solid Tissue	Unknown
4846aa7f-cde3-4f8b-a49b-8e55f50c479e	da001b46-0e88-43b1-a03b-8f315112370e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A052	TCGA-AP-A052-01A	Tumor	Primary	Unknown	OCT
fecc959f-be01-42d0-8df6-6e3c37a0f1da	6becdda4-cd0f-45ff-b993-f577338ed0c7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EO-A22Y	TCGA-EO-A22Y-01A	Tumor	Primary	Solid Tissue	Unknown
a12e517a-4c18-47b3-b89e-9664fb636254	35b681b7-178f-4057-be97-096cf9b8d1ab.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A17S	TCGA-D1-A17S-01A	Tumor	Primary	Solid Tissue	Unknown
6a1c451e-15ea-4815-9243-e821350c1204	69c4d355-ccb9-4e0b-8e29-c15a242a4cb1.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A1CK	TCGA-AX-A1CK-01A	Tumor	Primary	Solid Tissue	Unknown
32db3df9-bdf5-4239-b249-d8ce5cf407c9	0a540449-152b-4a8a-b4c1-73d9a8a712da.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EO-A22U	TCGA-EO-A22U-01A	Tumor	Primary	Solid Tissue	Unknown
ae0682b4-0e4e-465c-affe-e8c5d8578c22	3e4041a1-13b5-48de-b952-0dcee41c4232.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A0LM	TCGA-AP-A0LM-01A	Tumor	Primary	Solid Tissue	OCT
41750ef2-b91c-4360-9084-2f1657fd001b	56f05f21-2d25-4471-9e51-f3cfd9332a8c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A0K9	TCGA-B5-A0K9-01A	Tumor	Primary	Solid Tissue	OCT
2e79072c-4d9a-442f-94a3-e9b917285def	f2f8e7bc-0133-4a21-bf58-10cb27b39755.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A1MR	TCGA-B5-A1MR-01A	Tumor	Primary	Solid Tissue	OCT
b0b603ca-c086-42b7-9f68-b4d4aedf201b	a8bb4e74-6afc-4697-aeb2-f9e7ba2244a7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A17H	TCGA-D1-A17H-01A	Tumor	Primary	Solid Tissue	Unknown
96b7a094-a45c-4fe4-981e-c419555e044e	c117f486-fdbe-4fc6-b73d-793353ec4051.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A0ZR	TCGA-D1-A0ZR-01A	Tumor	Primary	Solid Tissue	Unknown
63561d8d-7040-469f-9523-423119660a2b	2d5509a1-627d-4182-b727-a6c8f27182e2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0R9	TCGA-A5-A0R9-01A	Tumor	Primary	Solid Tissue	OCT
7f3e9939-4a26-4d95-b38b-78f25f8d6a7a	b36e6ad1-4601-4e92-b9ea-9a729b6d873d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A1MV	TCGA-B5-A1MV-01A	Tumor	Primary	Solid Tissue	OCT
55622a43-ca12-4c0e-902d-ccb694247571	c000c10f-6fb0-470d-9ece-281d7106be58.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A1OF	TCGA-A5-A1OF-01A	Tumor	Primary	Solid Tissue	OCT
bcd0db26-e01c-4926-a6d5-aab1dea7ba2c	208e125b-9e7b-48f5-b01c-05a55e7d9c27.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0GD	TCGA-A5-A0GD-01A	Tumor	Primary	Solid Tissue	OCT
75f9046b-ef2b-498e-ab47-89a5102a79d5	09ee4223-5e0f-4f13-9634-4fa80b35948c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A15X	TCGA-D1-A15X-01A	Tumor	Primary	Solid Tissue	Unknown
4c56ed33-d885-4b03-9b1b-d6657cbbe006	eb908245-e14f-442f-a9ce-85e66c169d73.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0VQ	TCGA-A5-A0VQ-01A	Tumor	Primary	Solid Tissue	OCT
d6007a4b-09c1-42f4-9ff6-c6b881edd1a3	a2457e84-5cb8-46f3-b000-d38159a8bf71.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A3EL	TCGA-AJ-A3EL-01A	Tumor	Primary	Solid Tissue	Unknown
f6baa3ba-8c81-406f-bc1e-db56041ab8ac	56ba32c5-5ff7-4376-9acd-2deeb552dac2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A0K7	TCGA-B5-A0K7-01A	Tumor	Primary	Solid Tissue	OCT
56d63fe7-b6b3-47aa-8a0f-583612fc11d3	1a42ddf6-1afb-4a06-8a87-19837c3236c4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-FI-A2F9	TCGA-FI-A2F9-01A	Tumor	Primary	Solid Tissue	OCT
63d0b3c6-f57d-4bbb-be7a-162afa1fc7a2	8fd3b86a-031a-44bf-840c-2b631d9e704c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BK-A0CC	TCGA-BK-A0CC-01A	Tumor	Primary	Unknown	Unknown
6e8bb8ab-9e64-46d8-b0e2-06c7690a17ac	a4332ff0-9696-4327-8b18-d956b9b5cade.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EO-A3AS	TCGA-EO-A3AS-01A	Tumor	Primary	Solid Tissue	Unknown
84b90c6c-0e22-4a33-b468-09a0150b14d0	a3c64be0-748b-4709-8591-44b82b0db328.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A0W1	TCGA-BG-A0W1-01A	Tumor	Primary	Solid Tissue	OCT
6d869f87-054e-4201-9f00-f208fe4aac73	4f86342d-56a1-4508-9f90-58530b3bd952.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A2HJ	TCGA-AX-A2HJ-01A	Tumor	Primary	Solid Tissue	Unknown
36f5d83a-fbac-4023-b2b5-5120da1ae712	5e35fd9e-7279-4595-bdb3-27d21e4ba5fa.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-DF-A2KZ	TCGA-DF-A2KZ-01A	Tumor	Primary	Solid Tissue	Unknown
